qa_index,query,ground_truth_answer,answer_type,confidence_hint,original_chunk_ids,final_chunk_ids,top_5_candidates,expansion_count
83,How does marijuana use affect a teen's brain?,"A teen's brain is actively developing and will not be fully developed until the mid-20s. Marijuana use during this period may harm the developing brain. Negative effects can include difficulty with thinking and problem-solving, problems with memory and learning, impaired coordination, and difficulty maintaining attention.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,1. CHDV-100-OER-Textbook-updatedJuly2020_490,1. CHDV-100-OER-Textbook-updatedJuly2020_490 (sim: 0.813); 1. CHDV-100-OER-Textbook-updatedJuly2020_491 (sim: 0.754); 1. CHDV-100-OER-Textbook-updatedJuly2020_489 (sim: 0.661); 1. CHDV-100-OER-Textbook-updatedJuly2020_460 (sim: 0.545); 1. CHDV-100-OER-Textbook-updatedJuly2020_506 (sim: 0.524),0
189,What's the best way to encourage my child's speech and language development?,"The best way to encourage your child's speech and language development is to talk together frequently and naturally. Responding when your baby babbles, introducing new words, reading together, and following your child's lead in conversation are all wonderful ways to help them learn to communicate and express themselves.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,21. Paper_19_67,1. CHDV-100-OER-Textbook-updatedJuly2020_277 (sim: 0.622); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_405 (sim: 0.576); 31. ece127infanttoddlerdevelopmentandcare_322 (sim: 0.571); 26. parenting-handbook-Final-Eversion_91 (sim: 0.565); 31. ece127infanttoddlerdevelopmentandcare_382 (sim: 0.563),0
181,What can I do to best support my child's learning in their early years?,"In the early years, children learn best when they are active and have a wide variety of sensory and motor experiences. You can support their development by providing concrete materials for them to learn with. A key role for parents and educators is to arouse a child's natural curiosity through planned activities and encourage them to find out things for themselves.",paraphrase,medium,1. CHDV-100-OER-Textbook-updatedJuly2020_4,21. Paper_19_50,31. ece127infanttoddlerdevelopmentandcare_696 (sim: 0.617); 31. ece127infanttoddlerdevelopmentandcare_751 (sim: 0.614); 31. ece127infanttoddlerdevelopmentandcare_302 (sim: 0.600); 31. ece127infanttoddlerdevelopmentandcare_874 (sim: 0.600); 31. ece127infanttoddlerdevelopmentandcare_878 (sim: 0.599),0
107,Is one type of family structure better than another for raising children?,"No, there is no single family configuration that is essential for raising healthy and well-adjusted children. Children can thrive in any environment that provides a loving, stable, and secure family context that meets their social, emotional, and physical needs.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,3. L-G-0011992329-0035354927_29,3. L-G-0011992329-0035354927_29 (sim: 0.595); 31. ece127infanttoddlerdevelopmentandcare_598 (sim: 0.559); 52. Behavior-Management-in-Dentistry-for-Children_89 (sim: 0.557); 1. CHDV-100-OER-Textbook-updatedJuly2020_440 (sim: 0.549); 31. ece127infanttoddlerdevelopmentandcare_595 (sim: 0.544),0
343,How can a family's income level affect a child's early development?,"A family's socioeconomic status (SES) can begin to affect a child's development very early. By 18 to 24 months, significant gaps can appear in vocabulary and the speed of language processing between children from higher and lower-income families. These early differences are important because stronger language skills in toddlerhood are related to better language and cognitive abilities later in childhood.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,31. ece127infanttoddlerdevelopmentandcare_53,3. L-G-0011992329-0035354927_45 (sim: 0.651); 31. ece127infanttoddlerdevelopmentandcare_53 (sim: 0.624); 31. ece127infanttoddlerdevelopmentandcare_132 (sim: 0.607); 49. parent child interaction_11 (sim: 0.589); 31. ece127infanttoddlerdevelopmentandcare_62 (sim: 0.542),0
136,What does a good early childhood education program focus on?,"A good program takes a holistic approach to your child's development. It's not just about learning; it also includes the important element of 'care,' which covers health and nutrition. The emphasis is on play-based and activity-oriented methods rather than formal instruction in reading, writing, and math, especially for children from economically backward sections of society.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,20. Earlychildhood_16,1. CHDV-100-OER-Textbook-updatedJuly2020_278 (sim: 0.642); 31. ece127infanttoddlerdevelopmentandcare_853 (sim: 0.604); 20. Earlychildhood_20 (sim: 0.597); 31. ece127infanttoddlerdevelopmentandcare_303 (sim: 0.596); 20. Earlychildhood_17 (sim: 0.586),0
359,Are there any foods I should avoid giving my baby or toddler?,"Yes, some foods should be limited or avoided. Added sugars should be avoided as they offer no nutritional value and can lead to a preference for overly sweet foods. High-sodium foods, like processed meats and salty snacks, should also be limited. Importantly, infants should never be given honey because it can cause a serious illness called botulism. Also, avoid unpasteurized foods or beverages.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,31. ece127infanttoddlerdevelopmentandcare_95,31. ece127infanttoddlerdevelopmentandcare_95 (sim: 0.576); 31. ece127infanttoddlerdevelopmentandcare_96 (sim: 0.533); 31. ece127infanttoddlerdevelopmentandcare_91 (sim: 0.530); 1. CHDV-100-OER-Textbook-updatedJuly2020_137 (sim: 0.521); 31. ece127infanttoddlerdevelopmentandcare_94 (sim: 0.512),0
349,Why might standard growth charts not be accurate for every child?,"Standard growth charts, like those from the World Health Organization (WHO), may not be appropriate for all children because they are based on data from a limited number of countries and often use breastfed infants as the norm. Studies show that physical growth patterns, especially for head circumference, can vary significantly between children from different countries. It's important to use charts that best represent the children you serve.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,31. ece127infanttoddlerdevelopmentandcare_76,31. ece127infanttoddlerdevelopmentandcare_76 (sim: 0.645); 31. ece127infanttoddlerdevelopmentandcare_77 (sim: 0.568); 31. ece127infanttoddlerdevelopmentandcare_78 (sim: 0.530); 31. ece127infanttoddlerdevelopmentandcare_48 (sim: 0.484); 31. ece127infanttoddlerdevelopmentandcare_73 (sim: 0.483),0
331,What might cause a child to develop low self-esteem?,"A child may develop poor self-esteem if they are advised more than they are encouraged. Focusing more on giving advice can make a child feel like they are not capable on their own, whereas encouragement helps build their confidence and belief in their abilities.",paraphrase,medium,1. CHDV-100-OER-Textbook-updatedJuly2020_4,26. parenting-handbook-Final-Eversion_117,1. CHDV-100-OER-Textbook-updatedJuly2020_302 (sim: 0.615); 1. CHDV-100-OER-Textbook-updatedJuly2020_428 (sim: 0.566); 52. Behavior-Management-in-Dentistry-for-Children_50 (sim: 0.550); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_515 (sim: 0.535); 1. CHDV-100-OER-Textbook-updatedJuly2020_432 (sim: 0.526),0
36,Are there health risks associated with teenage pregnancy?,"Yes, a teenage mother is at a greater risk for pregnancy complications such as anemia and high blood pressure. These risks are even greater for those under age 15. Additionally, infants born to teenage mothers have a higher risk of being premature and having a low birthweight or other serious health problems.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,1. CHDV-100-OER-Textbook-updatedJuly2020_70,1. CHDV-100-OER-Textbook-updatedJuly2020_70 (sim: 0.745); 1. CHDV-100-OER-Textbook-updatedJuly2020_471 (sim: 0.698); 1. CHDV-100-OER-Textbook-updatedJuly2020_470 (sim: 0.599); 1. CHDV-100-OER-Textbook-updatedJuly2020_468 (sim: 0.594); 1. CHDV-100-OER-Textbook-updatedJuly2020_467 (sim: 0.521),0
311,How can I encourage my child to eat healthier?,"One of the best ways is to be a role model by eating healthy yourself and having regular family meals. You can involve your child in meal planning and preparation, and serve a variety of healthy foods and snacks. It's helpful to limit fast food but not ban it completely, making it a 'once-in-a-while' treat so they don't feel deprived.",paraphrase,medium,1. CHDV-100-OER-Textbook-updatedJuly2020_4,26. parenting-handbook-Final-Eversion_55,26. parenting-handbook-Final-Eversion_55 (sim: 0.688); 1. CHDV-100-OER-Textbook-updatedJuly2020_215 (sim: 0.612); 1. CHDV-100-OER-Textbook-updatedJuly2020_336 (sim: 0.600); 26. parenting-handbook-Final-Eversion_78 (sim: 0.565); 31. ece127infanttoddlerdevelopmentandcare_103 (sim: 0.530),0
470,What are some tips for setting effective family rules?,"When creating rules, they should be clear, comprehensive, and enforceable. It's best to write them in a positive way, like 'We walk nicely indoors' instead of 'Don't run inside.' Be specific, as vague rules like 'Be good' are hard for children to follow. It's also important to explain why the rules exist and to be consistent in enforcing them.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_17,51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_16 (sim: 0.582); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_199 (sim: 0.578); 51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_17 (sim: 0.560); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_67 (sim: 0.536); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_161 (sim: 0.534),0
87,Why do teenagers sometimes feel they are invincible?,"A consequence of adolescent self-focus is the 'personal fable,' or the belief that one is unique, special, and invulnerable to harm. Because they feel so important to others, adolescents may regard themselves and their feelings as special and unique. This can reinforce a belief of invulnerability, especially to death, leading them to engage in risky behaviors without feeling they will suffer negative consequences.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,1. CHDV-100-OER-Textbook-updatedJuly2020_510,1. CHDV-100-OER-Textbook-updatedJuly2020_510 (sim: 0.553); 1. CHDV-100-OER-Textbook-updatedJuly2020_522 (sim: 0.525); 52. Behavior-Management-in-Dentistry-for-Children_51 (sim: 0.510); 1. CHDV-100-OER-Textbook-updatedJuly2020_535 (sim: 0.502); 1. CHDV-100-OER-Textbook-updatedJuly2020_509 (sim: 0.490),0
273,What's the difference between using 'fighting words' and 'thinking words' with my child?,"'Fighting words' are commands that often invite disobedience, like 'Don't you talk to me in that tone of voice!' 'Thinking words' are enforceable statements, often in the form of questions or choices, that make kids think for themselves. For example, you could say, 'You sound upset. I'll be glad to listen when your voice is as soft as mine is.' This puts the responsibility on them.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,25. Parenting20Love20Logic_20Children2020PDFDrive.com29_80,25. Parenting20Love20Logic_20Children2020PDFDrive.com29_80 (sim: 0.732); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_85 (sim: 0.687); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_86 (sim: 0.598); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_74 (sim: 0.564); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_7 (sim: 0.552),0
503,What is the best way to teach my child how to brush and floss their teeth?,"A great way to teach oral hygiene is to break the task down into its smaller parts, like how to hold the toothbrush, the right amount of pressure, and the direction of brushing. See what your child can already do on their own, and then provide instruction and opportunities for practice on the parts they are still learning. On average, children can typically brush their teeth well by about age six and can floss efficiently by around age nine. Remember that these are just averages, and every child develops at their own pace.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,52. Behavior-Management-in-Dentistry-for-Children_42,25. Parenting20Love20Logic_20Children2020PDFDrive.com29_233 (sim: 0.626); 52. Behavior-Management-in-Dentistry-for-Children_42 (sim: 0.615); 1. CHDV-100-OER-Textbook-updatedJuly2020_349 (sim: 0.610); 52. Behavior-Management-in-Dentistry-for-Children_459 (sim: 0.561); 52. Behavior-Management-in-Dentistry-for-Children_113 (sim: 0.547),0
125,How do my child's genes and their environment work together?,"A child's development is shaped by the constant interaction between their genes and their environment. For instance, a child's genetic code might provide instructions for them to be tall, but the expression of that height can be influenced by environmental factors, such as poor nutrition or chronic illness.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_68,52. Behavior-Management-in-Dentistry-for-Children_93 (sim: 0.648); 1. CHDV-100-OER-Textbook-updatedJuly2020_52 (sim: 0.631); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_74 (sim: 0.623); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_68 (sim: 0.615); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_76 (sim: 0.577),0
467,How do my child's relationships and environment impact their behavior?,"A child's behavior is greatly influenced by the quality of the systems they are a part of, such as family, friends, school, and community clubs. For instance, a child who experiences aggression or shouting at home may struggle at school because those behaviors are not appropriate in a school setting. Understanding the child's home environment is crucial to finding solutions to help them.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_10,3. L-G-0011992329-0035354927_35 (sim: 0.662); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_97 (sim: 0.657); 31. ece127infanttoddlerdevelopmentandcare_514 (sim: 0.645); 31. ece127infanttoddlerdevelopmentandcare_721 (sim: 0.632); 51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_7 (sim: 0.628),0
236,"What is empathy, and how can I teach it to my child?","Empathy is when your child starts to feel what another person is feeling and responds in an appropriate way. A very easy way to teach this is to use a picture book, pausing to ask your child how a character might be feeling based on their actions or facial expressions. This helps your child understand that others have similar feelings.",paraphrase,medium,1. CHDV-100-OER-Textbook-updatedJuly2020_4,24. ISP-Resource-Social-and-Emotional-Development-FA-web_3,31. ece127infanttoddlerdevelopmentandcare_465 (sim: 0.684); 24. ISP-Resource-Social-and-Emotional-Development-FA-web_3 (sim: 0.659); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_114 (sim: 0.540); 26. parenting-handbook-Final-Eversion_31 (sim: 0.502); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_125 (sim: 0.497),0
473,What are some practical tips for giving effective praise?,"When giving praise, make sure to define the appropriate behavior you're acknowledging and give the praise right after it happens. Be sincere and relate the praise to your child's effort to encourage perseverance. It's also good to vary the ways you give praise, but avoid giving it continuously without reason or following it immediately with criticism.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_22,51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_22 (sim: 0.789); 51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_20 (sim: 0.682); 51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_59 (sim: 0.615); 51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_21 (sim: 0.612); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_49 (sim: 0.581),0
138,What are the main areas of a child's development?,"Child development covers several key aspects of growth. These include Physical and Motor Development, which is about their body and movement; Cognitive or Intellectual Development, which is their thinking and learning; Language Development; Social and Emotional Development; and the Development of Creative Expression and Aesthetic Appreciation, which involves their creativity and sense of beauty.",factoid,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,20. Earlychildhood_18,38. A Good Start - Early Childhood Development Booklet_3 (sim: 0.704); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_310 (sim: 0.622); 1. CHDV-100-OER-Textbook-updatedJuly2020_7 (sim: 0.600); 38. A Good Start - Early Childhood Development Booklet_1 (sim: 0.572); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_32 (sim: 0.572),0
327,How can I encourage my child to read more?,"The best way is to lead by example; let your children see you enjoying reading. Start reading to them from an early age to make it a fun, daily routine. You can also surround them with books, visit the local library, and let them pick out books they find interesting. Setting aside a family reading time, even for 15 minutes a day, can also be very effective.",multi_step,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,26. parenting-handbook-Final-Eversion_99,26. parenting-handbook-Final-Eversion_99 (sim: 0.706); 26. parenting-handbook-Final-Eversion_109 (sim: 0.627); 26. parenting-handbook-Final-Eversion_98 (sim: 0.602); 31. ece127infanttoddlerdevelopmentandcare_433 (sim: 0.578); 31. ece127infanttoddlerdevelopmentandcare_390 (sim: 0.558),0
352,What can childcare centers do to support breastfeeding mothers?,"Childcare centers can play a vital role in helping working mothers continue to breastfeed. They can provide a comfortable, private space for mothers to breastfeed or pump milk. It's also important to have a dedicated space and a clear system for safely storing pumped milk. Staff should be well-trained in procedures for handling breast milk and feeding breastfed infants to help lower a mother's anxiety.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,31. ece127infanttoddlerdevelopmentandcare_84,31. ece127infanttoddlerdevelopmentandcare_84 (sim: 0.754); 31. ece127infanttoddlerdevelopmentandcare_85 (sim: 0.637); 1. CHDV-100-OER-Textbook-updatedJuly2020_133 (sim: 0.613); 31. ece127infanttoddlerdevelopmentandcare_87 (sim: 0.593); 31. ece127infanttoddlerdevelopmentandcare_86 (sim: 0.572),0
285,Where can I find more information about the Mindful Parenting Program?,You can find more information about the Mindful Parenting Program at https://mindfulparentingindia.com/.,citation,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,26. parenting-handbook-Final-Eversion_5,26. parenting-handbook-Final-Eversion_1 (sim: 0.670); 26. parenting-handbook-Final-Eversion_5 (sim: 0.639); 3. L-G-0011992329-0035354927_42 (sim: 0.567); 26. parenting-handbook-Final-Eversion_119 (sim: 0.563); 26. parenting-handbook-Final-Eversion_6 (sim: 0.543),0
112,How can my childhood experiences affect the way I parent?,"Difficult childhood experiences, such as abuse or parental divorce, can make a person more vulnerable to challenges when raising their own children. An important goal for any parent is to avoid perpetuating negative cycles. Parenting programs can help parents who have had difficult pasts learn more positive practices.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,3. L-G-0011992329-0035354927_44,3. L-G-0011992329-0035354927_35 (sim: 0.636); 31. ece127infanttoddlerdevelopmentandcare_588 (sim: 0.629); 1. CHDV-100-OER-Textbook-updatedJuly2020_190 (sim: 0.610); 52. Behavior-Management-in-Dentistry-for-Children_104 (sim: 0.604); 1. CHDV-100-OER-Textbook-updatedJuly2020_310 (sim: 0.598),0
350,What are the main components of breast milk?,"Breast milk is perfectly designed to support a baby's health and development. It is composed of about 87% water, 7% carbohydrates, 4% lipids (fats), and 1% protein. It also contains essential vitamins, minerals, and fatty acids that are particularly important for an infant's brain development. Additionally, breast milk has special bioactive and immunologic properties that help protect a baby's health.",factoid,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,31. ece127infanttoddlerdevelopmentandcare_82,31. ece127infanttoddlerdevelopmentandcare_82 (sim: 0.563); 31. ece127infanttoddlerdevelopmentandcare_87 (sim: 0.521); 1. CHDV-100-OER-Textbook-updatedJuly2020_131 (sim: 0.504); 31. ece127infanttoddlerdevelopmentandcare_85 (sim: 0.469); 31. ece127infanttoddlerdevelopmentandcare_86 (sim: 0.461),0
166,What is a typical Montessori classroom like?,"A Montessori classroom is based on self-directed activity, hands-on learning, and collaborative play. Children are encouraged to make creative choices in their learning, while the classroom and the teacher offer age-appropriate activities to guide the process. Children work both in groups and individually to discover and explore knowledge of the world.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,21. Paper_19_16,21. Paper_19_17 (sim: 0.620); 21. Paper_19_16 (sim: 0.589); 21. Paper_19_18 (sim: 0.562); 21. Paper_19_15 (sim: 0.536); 21. Paper_19_20 (sim: 0.532),0
431,Why is a smooth transition from preschool to primary school so important?,"A smooth transition is very beneficial because it helps increase children's participation in school, improves retention rates, and leads to higher achievement. Most importantly, when the transition is handled well, children enter primary school with better readiness to learn and a positive attitude toward their new environment, which sets them up for future success.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,36. 1642572098-preschool_pdf_102,36. 1642572098-preschool_pdf_103 (sim: 0.693); 36. 1642572098-preschool_pdf_101 (sim: 0.652); 21. Paper_19_4 (sim: 0.589); 36. 1642572098-preschool_pdf_6 (sim: 0.549); 36. 1642572098-preschool_pdf_3 (sim: 0.534),0
393,What is 'continuity of care' in an infant and toddler program?,"Continuity of care is the practice of having the same primary caregivers stay with a group of children for as long as possible, ideally for their first three years. While the classroom environment and materials may change as the children grow, the relationships with their trusted caregivers remain constant. This practice helps build deep, secure attachments between children, families, and caregivers.",factoid,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,31. ece127infanttoddlerdevelopmentandcare_682,31. ece127infanttoddlerdevelopmentandcare_681 (sim: 0.766); 31. ece127infanttoddlerdevelopmentandcare_684 (sim: 0.749); 31. ece127infanttoddlerdevelopmentandcare_683 (sim: 0.749); 31. ece127infanttoddlerdevelopmentandcare_682 (sim: 0.748); 31. ece127infanttoddlerdevelopmentandcare_685 (sim: 0.736),0
397,Why is it important to have a flexible daily schedule for infants and toddlers?,"While consistency is important, a schedule must be flexible enough to meet the individual needs of infants and toddlers, who are not yet able to adapt to a strict group timetable. A responsive caregiver will adapt the schedule as needed, for example, if one infant needs to eat or sleep sooner than others, or if a toddler needs extra comfort on a particular day. It's about following the child's lead.",paraphrase,medium,1. CHDV-100-OER-Textbook-updatedJuly2020_4,31. ece127infanttoddlerdevelopmentandcare_692; 31. ece127infanttoddlerdevelopmentandcare_691,31. ece127infanttoddlerdevelopmentandcare_691 (sim: 0.744); 31. ece127infanttoddlerdevelopmentandcare_692 (sim: 0.736); 31. ece127infanttoddlerdevelopmentandcare_699 (sim: 0.700); 31. ece127infanttoddlerdevelopmentandcare_693 (sim: 0.663); 31. ece127infanttoddlerdevelopmentandcare_701 (sim: 0.637),1
28,What causes Down Syndrome?,"Down Syndrome, also called Trisomy 21, is a chromosomal abnormality that is caused by an extra chromosome 21. It includes a combination of birth defects, and affected individuals have some degree of intellectual disability, characteristic facial features, and often other health problems. The severity can vary greatly among affected individuals.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,1. CHDV-100-OER-Textbook-updatedJuly2020_56,1. CHDV-100-OER-Textbook-updatedJuly2020_56 (sim: 0.475); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_77 (sim: 0.433); 1. CHDV-100-OER-Textbook-updatedJuly2020_289 (sim: 0.423); 1. CHDV-100-OER-Textbook-updatedJuly2020_288 (sim: 0.420); 1. CHDV-100-OER-Textbook-updatedJuly2020_67 (sim: 0.393),0
117,What are some signs of my preschooler's intellectual development?,"During the preschool years, a child's thinking skills grow rapidly. They start to form concepts about physical and social reality, like size, shape, and color. Their memory improves, creativity and imagination begin to grow, and their attention span increases. You'll also notice they ask a lot of questions about their environment as they explore it.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_22,11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_351 (sim: 0.595); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_346 (sim: 0.593); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_359 (sim: 0.573); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_27 (sim: 0.570); 21. Paper_19_60 (sim: 0.569),0
420,How does preschool help my child's social and emotional growth?,"Preschool plays a big role in social and emotional growth by helping children develop a positive self-concept and self-control. They learn to take initiative, develop independence, and appreciate differences in people. Through group interaction, they practice important social skills like cooperation, compassion, sharing, expressing their own feelings, and accepting the feelings of others.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,36. 1642572098-preschool_pdf_25,23. FECP-M3-Understanding-SE-Development-in-Young-Children_11 (sim: 0.718); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_452 (sim: 0.712); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_454 (sim: 0.654); 23. FECP-M3-Understanding-SE-Development-in-Young-Children_19 (sim: 0.651); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_455 (sim: 0.645),0
16,Does watching aggressive behavior on TV make children more aggressive?,"Research has looked into whether children are more likely to act out aggressively when they see this behavior modeled. One well-known study showed children a film of a woman hitting an inflatable doll. Afterwards, the children were allowed in the room with the doll and immediately began to hit it, suggesting they had learned an aggressive role.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,1. CHDV-100-OER-Textbook-updatedJuly2020_34,1. CHDV-100-OER-Textbook-updatedJuly2020_34 (sim: 0.623); 26. parenting-handbook-Final-Eversion_58 (sim: 0.622); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_236 (sim: 0.555); 51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_101 (sim: 0.511); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_505 (sim: 0.509),0
412,What should happen if a teacher notices my child is having significant difficulties?,"A teacher should never label a child based on behavioral observations alone. However, if a child shows marked problems in one or more areas of development, the responsible next step is to refer the child for a professional assessment. This helps to get a clearer understanding of the child's needs and how best to support them.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,36. 1642572098-preschool_pdf_15,51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_63 (sim: 0.640); 36. 1642572098-preschool_pdf_15 (sim: 0.612); 51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_58 (sim: 0.592); 51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_103 (sim: 0.584); 1. CHDV-100-OER-Textbook-updatedJuly2020_354 (sim: 0.573),0
161,What is a 'child-centered' approach to education?,"Child-centered education means the child is the focus of the entire learning process. The education is designed to develop the child's own natural instincts and abilities. In this approach, the teacher acts as a guide, providing a suitable environment but with minimal interference, allowing children the freedom to discover knowledge themselves through direct experience.",paraphrase,medium,1. CHDV-100-OER-Textbook-updatedJuly2020_4,21. Paper_19_9,21. Paper_19_179 (sim: 0.607); 1. CHDV-100-OER-Textbook-updatedJuly2020_279 (sim: 0.594); 36. 1642572098-preschool_pdf_43 (sim: 0.581); 36. 1642572098-preschool_pdf_41 (sim: 0.581); 21. Paper_19_138 (sim: 0.568),0
205,What is a play-based approach to learning in preschool?,"A play-based approach, such as the Bank Street model, is centered on the child as an active learner who gains knowledge about the world through experience. In this program, lessons are taught through hands-on activities like building blocks, puzzles, clay, and dramatic play. The child sets the learning pace, and the teacher acts as a guide.",paraphrase,medium,1. CHDV-100-OER-Textbook-updatedJuly2020_4,21. Paper_19_138,36. 1642572098-preschool_pdf_43 (sim: 0.706); 36. 1642572098-preschool_pdf_44 (sim: 0.698); 21. Paper_19_138 (sim: 0.653); 38. A Good Start - Early Childhood Development Booklet_10 (sim: 0.627); 31. ece127infanttoddlerdevelopmentandcare_859 (sim: 0.601),0
137,What kind of environment is best for my young child to learn and grow?,"An ideal environment for a young child is one that is rich in stimulation and experiences. It should allow them to explore, experiment, and express themselves freely. This environment should also be built on social relationships that give the child a sense of warmth, security, and trust, making learning a positive and natural process.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,20. Earlychildhood_17,36. 1642572098-preschool_pdf_16 (sim: 0.635); 31. ece127infanttoddlerdevelopmentandcare_721 (sim: 0.631); 31. ece127infanttoddlerdevelopmentandcare_722 (sim: 0.620); 31. ece127infanttoddlerdevelopmentandcare_298 (sim: 0.608); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_93 (sim: 0.597),0
33,What are teratogens and how can they affect a pregnancy?,"Teratogens are environmental factors that can contribute to birth defects, including some maternal diseases, pollutants, drugs, and alcohol. The type and amount of damage depend on several things, such as the timing and amount of exposure, the number of teratogens, and the baby's genetics. Structures in the body are most vulnerable when they are first forming.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,1. CHDV-100-OER-Textbook-updatedJuly2020_65,1. CHDV-100-OER-Textbook-updatedJuly2020_65 (sim: 0.707); 1. CHDV-100-OER-Textbook-updatedJuly2020_66 (sim: 0.633); 1. CHDV-100-OER-Textbook-updatedJuly2020_67 (sim: 0.618); 1. CHDV-100-OER-Textbook-updatedJuly2020_77 (sim: 0.496); 1. CHDV-100-OER-Textbook-updatedJuly2020_68 (sim: 0.474),0
